"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"2012","deficit_saldo_publico","Deficit o saldo publico","-119094","-11.495959","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2012","deuda_publica_total","Deuda publica total","927813.284","89.560379","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2012","gasto_pensiones","Gasto publico en pensiones","111702","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2012","gasto_publico_total","Gasto publico total","509936","49.223332","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2012","gasto_sanidad","Gasto publico en sanidad","64721","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2012","intereses_deuda","Intereses de la deuda","31364","3.027518","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2012","pib","PIB","1035964","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2013","deficit_saldo_publico","Deficit o saldo publico","-76805","-7.488407","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2013","deuda_publica_total","Deuda publica total","1025805.218","100.014939","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2013","gasto_pensiones","Gasto publico en pensiones","116703","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2013","gasto_publico_total","Gasto publico total","473398","46.155811","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2013","gasto_sanidad","Gasto publico en sanidad","63338","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2013","intereses_deuda","Intereses de la deuda","36565","3.565049","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2013","pib","PIB","1025652","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2014","deficit_saldo_publico","Deficit o saldo publico","-62716","-6.036485","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2014","deuda_publica_total","Deuda publica total","1085165.384","104.448379","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2014","gasto_pensiones","Gasto publico en pensiones","120329","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2014","gasto_publico_total","Gasto publico total","467841","45.030218","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2014","gasto_sanidad","Gasto publico en sanidad","63499","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2014","intereses_deuda","Intereses de la deuda","36716","3.533956","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2014","pib","PIB","1038949","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2015","deficit_saldo_publico","Deficit o saldo publico","-57248","-5.266063","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2015","deuda_publica_total","Deuda publica total","1114129","102.485209","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2015","gasto_pensiones","Gasto publico en pensiones","124169","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2015","gasto_publico_total","Gasto publico total","474893","43.683907","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2015","gasto_sanidad","Gasto publico en sanidad","66484","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2015","intereses_deuda","Intereses de la deuda","33379","3.070429","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2015","pib","PIB","1087112","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2016","deficit_saldo_publico","Deficit o saldo publico","-47401","-4.22105","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2016","deuda_publica_total","Deuda publica total","1145655.013","102.020363","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2016","gasto_pensiones","Gasto publico en pensiones","128125","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2016","gasto_publico_total","Gasto publico total","472717","42.09536","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2016","gasto_sanidad","Gasto publico en sanidad","67713","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2016","intereses_deuda","Intereses de la deuda","31237","2.781649","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2016","pib","PIB","1122967","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2017","deficit_saldo_publico","Deficit o saldo publico","-35903","-3.06857","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2017","deuda_publica_total","Deuda publica total","1184148.266","101.207177","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2017","gasto_pensiones","Gasto publico en pensiones","132499","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2017","gasto_publico_total","Gasto publico total","479908","41.016936","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2017","gasto_sanidad","Gasto publico en sanidad","69298","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2017","intereses_deuda","Intereses de la deuda","29624","2.531914","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2017","pib","PIB","1170024","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2018","deficit_saldo_publico","Deficit o saldo publico","-30943","-2.552472","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2018","deuda_publica_total","Deuda publica total","1209741.798","99.790955","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
"2018","gasto_pensiones","Gasto publico en pensiones","139377","","millones de euros corrientes","observado_aproximado","IGAE COFOG Administraciones Publicas S.13","Aproximacion COFOG: 10.2 Vejez + 10.3 Supervivientes.","No equivale exactamente a gasto presupuestario puro en pensiones."
"2018","gasto_publico_total","Gasto publico total","503193","41.508122","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Empleos no financieros de las Administraciones Publicas.","Dato observado BDMACRO."
"2018","gasto_sanidad","Gasto publico en sanidad","72146","","millones de euros corrientes","observado","IGAE COFOG Administraciones Publicas S.13","Gasto publico funcional COFOG division 07 Salud.","No equivale necesariamente al gasto sanitario total de todas las fuentes de financiacion."
"2018","intereses_deuda","Intereses de la deuda","29604","2.442018","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Intereses mas otras rentas de la propiedad de las AAPP, columna U BDMACRO.","No es D.41 puro: BDMACRO agrega intereses y otras rentas de la propiedad."
"2018","pib","PIB","1212276","","millones de euros corrientes","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Producto Interior Bruto a precios corrientes.","Dato observado BDMACRO."
"2019","deficit_saldo_publico","Deficit o saldo publico","-38422","-3.064664","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Negativo significa deficit; positivo significa superavit."
"2019","deuda_publica_total","Deuda publica total","1224363.767","97.659249","millones de euros corrientes y porcentaje del PIB","observado","IGAE/SEPG BDMACRO abril 2026, CUENTA DE LAS AAPP AGREGADAS","Deuda publica total de las AAPP segun Procedimiento de Deficit Excesivo.","BDMACRO remite a Banco de Espana para la deuda PDE."
